Efficiency,Fidelity
5.044688284398422e-5,0.5942755177974707
0.005050000000000005,0.5990099009900991
0.10000000000000005,0.55
0.316227766016838,0.658113883008419
0.3981071705534972,0.6990535852767485
0.5011872336272722,0.7505936168136361
0.3981071705534972,0.6990535852767485
0.6309573444801932,0.8154786722400966
0.251188643150958,0.625594321575479
0.3981071705534972,0.6990535852767485
0.19952623149688797,0.599763115748444
0.6309573444801932,0.8154786722400966
0.12589254117941678,0.5629462705897084
0.5011872336272722,0.7505936168136361
0.3981071705534972,0.6990535852767485
0.10000000000000005,0.55
0.19952623149688797,0.599763115748444
0.3981071705534972,0.6990535852767485
0.06309573444801933,0.5315478672240097
0.5011872336272722,0.7505936168136361
0.05011872336272725,0.5250593616813636
0.15848931924611137,0.5792446596230557
0.01995262314968881,0.5099763115748444
0.15848931924611137,0.5792446596230557
0.316227766016838,0.658113883008419
0.251188643150958,0.625594321575479
0.316227766016838,0.658113883008419
0.316227766016838,0.658113883008419
0.3981071705534972,0.6990535852767485
0.19952623149688797,0.599763115748444
0.07943282347242818,0.5397164117362141
0.19952623149688797,0.599763115748444
0.6309573444801932,0.8154786722400966
0.3981071705534972,0.6990535852767485
0.15848931924611137,0.5792446596230557
0.5011872336272722,0.7505936168136361
0.3981071705534972,0.6990535852767485
0.12589254117941678,0.5629462705897084
0.316227766016838,0.658113883008419
0.03353840307677717,0.7425717556761319
0.19952623149688797,0.599763115748444
0.19952623149688797,0.599763115748444
0.12589254117941678,0.5629462705897084
0.5011872336272722,0.7505936168136361
0.10000000000000005,0.55
0.12589254117941678,0.5629462705897084
0.15848931924611137,0.5792446596230557
0.03162277660168381,0.5158113883008419
0.0002580396263423534,0.6562672070307053
0.000524239109520745,0.6935581946085183
0.05011872336272725,0.5250593616813636
0.316227766016838,0.658113883008419
0.042877145226143006,0.9702689870103004
0.012874910829788009,0.658722458440819
0.012874910829788009,0.658722458440819
0.003174692080928642,0.5789347786889412
0.003174692080928642,0.5985283463132721
0.5011872336272722,0.7505936168136361
0.19952623149688797,0.599763115748444
0.5011872336272722,0.7505936168136361
0.003174692080928642,0.5789347786889412
0.0007937025394463126,0.5397477211626631
0.15714218879948863,0.9112347569116851
0.00031567772582537365,0.5654109352478407
0.10000000000000005,0.55
0.15848931924611137,0.5792446596230557
0.15848931924611137,0.5792446596230557
0.15848931924611137,0.5792446596230557
0.316227766016838,0.658113883008419
0.05011872336272725,0.5250593616813636
0.10000000000000005,0.55
0.7943282347242815,0.8971641173621407
0.05011872336272725,0.5250593616813636
0.0019952623149688807,0.5009976311574844
0.3981071705534972,0.6990535852767485
0.316227766016838,0.658113883008419
0.10000000000000005,0.55
0.7943282347242815,0.8971641173621407
0.15848931924611137,0.5792446596230557
0.251188643150958,0.625594321575479
0.19952623149688797,0.599763115748444
0.19952623149688797,0.599763115748444
0.15848931924611137,0.5792446596230557
0.316227766016838,0.658113883008419
0.025118864315095808,0.5125594321575478
0.316227766016838,0.658113883008419
0.251188643150958,0.625594321575479
0.251188643150958,0.625594321575479
0.15848931924611137,0.5792446596230557
0.7943282347242815,0.8971641173621407
0.15848931924611137,0.5792446596230557
0.251188643150958,0.625594321575479
0.6309573444801932,0.8154786722400966
0.7943282347242815,0.8971641173621407
0.03162277660168381,0.5158113883008419
0.251188643150958,0.625594321575479
0.6309573444801932,0.8154786722400966
0.251188643150958,0.625594321575479
0.251188643150958,0.625594321575479
0.019561374127214287,0.9712797831016937
0.09180409178060359,0.8527934984226028
0.5011872336272722,0.7505936168136361
0.12589254117941678,0.5629462705897084
0.03162277660168381,0.5158113883008419
0.15848931924611137,0.5792446596230557
0.316227766016838,0.658113883008419
0.19952623149688797,0.599763115748444
0.07943282347242818,0.5397164117362141
0.2782982448998043,0.9512939764341551
0.251188643150958,0.625594321575479
0.07943282347242818,0.5397164117362141
0.5011872336272722,0.7505936168136361
0.5011872336272722,0.7505936168136361
0.251188643150958,0.625594321575479
0.5011872336272722,0.7505936168136361
0.19952623149688797,0.599763115748444
0.06309573444801933,0.5315478672240097
0.7943282347242815,0.8971641173621407
0.039810717055349734,0.5199053585276748
0.025118864315095808,0.5125594321575478
0.251188643150958,0.625594321575479
0.15848931924611137,0.5792446596230557
0.6309573444801932,0.8154786722400966
0.10000000000000005,0.55
0.251188643150958,0.625594321575479
0.6309573444801932,0.8154786722400966
0.316227766016838,0.658113883008419
0.316227766016838,0.658113883008419
0.15848931924611137,0.5792446596230557
0.12589254117941678,0.5629462705897084
0.19952623149688797,0.599763115748444
0.06309573444801933,0.5315478672240097
0.316227766016838,0.658113883008419
0.3981071705534972,0.6990535852767485
0.316227766016838,0.658113883008419
0.5011872336272722,0.7505936168136361
0.025118864315095808,0.5125594321575478
0.251188643150958,0.625594321575479
0.316227766016838,0.658113883008419
0.12589254117941678,0.5629462705897084
0.15848931924611137,0.5792446596230557
0.19952623149688797,0.599763115748444
0.05011872336272725,0.5250593616813636
0.6309573444801932,0.8154786722400966
0.3981071705534972,0.6990535852767485
0.19952623149688797,0.599763115748444
0.3981071705534972,0.6990535852767485
